estimation_id,region_id,simd_width,global_size,local_size,thread_count,time,speed_up,bounded_by
2006,162,16,"(6,)","(8,)",1,0.012015626060185185,0.8322496014698614,"Launch_Tax, Latencies, DRAM_BW"
2007,162,16,"(6,)","(16,)",1,0.012015626060185185,0.8322496014698614,"Launch_Tax, Latencies, DRAM_BW"
2008,162,16,"(6,)","(32,)",1,0.012015626060185185,0.8322496014698614,"Launch_Tax, Latencies, DRAM_BW"
2009,162,16,"(6,)","(64,)",1,0.012015626060185185,0.8322496014698614,"Launch_Tax, Latencies, DRAM_BW"
2010,162,16,"(6,)","(128,)",1,0.012015626060185185,0.8322496014698614,"Launch_Tax, Latencies, DRAM_BW"
2011,162,16,"(6,)","(256,)",1,0.012015626060185185,0.8322496014698614,"Launch_Tax, Latencies, DRAM_BW"
2012,162,16,"(6,)","(512,)",1,0.012015626060185185,0.8322496014698614,"Launch_Tax, Latencies, DRAM_BW"
2013,162,32,"(6,)","(8,)",1,0.012015626060185185,0.8322496014698614,"Launch_Tax, Latencies, DRAM_BW"
2014,162,32,"(6,)","(16,)",1,0.012015626060185185,0.8322496014698614,"Launch_Tax, Latencies, DRAM_BW"
2015,162,32,"(6,)","(32,)",1,0.012015626060185185,0.8322496014698614,"Launch_Tax, Latencies, DRAM_BW"
2016,162,32,"(6,)","(64,)",1,0.012015626060185185,0.8322496014698614,"Launch_Tax, Latencies, DRAM_BW"
2017,162,32,"(6,)","(128,)",1,0.012015626060185185,0.8322496014698614,"Launch_Tax, Latencies, DRAM_BW"
2018,162,32,"(6,)","(256,)",1,0.012015626060185185,0.8322496014698614,"Launch_Tax, Latencies, DRAM_BW"
2019,162,32,"(6,)","(512,)",1,0.012015626060185185,0.8322496014698614,"Launch_Tax, Latencies, DRAM_BW"
2020,179,8,"(9,)","(8,)",2,0.0019330011522633746,5.17242883600605,"Trip_Count, Latencies"
2021,179,8,"(9,)","(16,)",2,0.0019330011522633746,5.17242883600605,"Trip_Count, Latencies"
2022,179,16,"(9,)","(8,)",2,0.002052538600823045,4.8711926275056605,"Trip_Count, Latencies"
2023,179,16,"(9,)","(16,)",1,0.0038606630452674897,2.5897911272666527,"Trip_Count, Latencies"
2024,179,16,"(9,)","(32,)",1,0.0038606630452674897,2.5897911272666527,"Trip_Count, Latencies"
2025,179,16,"(9,)","(64,)",1,0.0038606630452674897,2.5897911272666527,"Trip_Count, Latencies"
2026,179,16,"(9,)","(128,)",1,0.0038606630452674897,2.5897911272666527,"Trip_Count, Latencies"
2027,179,16,"(9,)","(256,)",1,0.0038606630452674897,2.5897911272666527,"Trip_Count, Latencies"
2028,179,16,"(9,)","(512,)",1,0.0038606630452674897,2.5897911272666527,"Trip_Count, Latencies"
2029,179,32,"(9,)","(8,)",2,0.0022916134979423866,4.363000527347813,"Trip_Count, Latencies"
2030,179,32,"(9,)","(16,)",1,0.004099737942386831,2.4387682921457836,"Trip_Count, Latencies"
2031,179,32,"(9,)","(32,)",1,0.004099737942386831,2.4387682921457836,"Trip_Count, Latencies"
2032,179,32,"(9,)","(64,)",1,0.004099737942386831,2.4387682921457836,"Trip_Count, Latencies"
2033,179,32,"(9,)","(128,)",1,0.004099737942386831,2.4387682921457836,"Trip_Count, Latencies"
2034,179,32,"(9,)","(256,)",1,0.004099737942386831,2.4387682921457836,"Trip_Count, Latencies"
2035,179,32,"(9,)","(512,)",1,0.004099737942386831,2.4387682921457836,"Trip_Count, Latencies"
2036,179,8,"(9,)","(8,)",2,0.0019330011522633746,5.17242883600605,"Trip_Count, Latencies"
2037,179,8,"(9,)","(16,)",2,0.0019330011522633746,5.17242883600605,"Trip_Count, Latencies"
2038,179,16,"(9,)","(8,)",2,0.002052538600823045,4.8711926275056605,"Trip_Count, Latencies"
2039,179,16,"(9,)","(16,)",1,0.0038606630452674897,2.5897911272666527,"Trip_Count, Latencies"
2040,179,16,"(9,)","(32,)",1,0.0038606630452674897,2.5897911272666527,"Trip_Count, Latencies"
2041,179,16,"(9,)","(64,)",1,0.0038606630452674897,2.5897911272666527,"Trip_Count, Latencies"
2042,179,16,"(9,)","(128,)",1,0.0038606630452674897,2.5897911272666527,"Trip_Count, Latencies"
2043,179,16,"(9,)","(256,)",1,0.0038606630452674897,2.5897911272666527,"Trip_Count, Latencies"
2044,179,16,"(9,)","(512,)",1,0.0038606630452674897,2.5897911272666527,"Trip_Count, Latencies"
2045,179,32,"(9,)","(8,)",2,0.0022916134979423866,4.363000527347813,"Trip_Count, Latencies"
2046,179,32,"(9,)","(16,)",1,0.004099737942386831,2.4387682921457836,"Trip_Count, Latencies"
2047,179,32,"(9,)","(32,)",1,0.004099737942386831,2.4387682921457836,"Trip_Count, Latencies"
2048,179,32,"(9,)","(64,)",1,0.004099737942386831,2.4387682921457836,"Trip_Count, Latencies"
2049,179,32,"(9,)","(128,)",1,0.004099737942386831,2.4387682921457836,"Trip_Count, Latencies"
2050,179,32,"(9,)","(256,)",1,0.004099737942386831,2.4387682921457836,"Trip_Count, Latencies"
2051,179,32,"(9,)","(512,)",1,0.004099737942386831,2.4387682921457836,"Trip_Count, Latencies"
2052,183,8,"(22,)","(8,)",3,0.5048846614636201,0.019803158351088937,"Launch_Tax, Trip_Count, Latencies"
2053,183,8,"(22,)","(16,)",3,0.5048846614636201,0.019803158351088937,"Launch_Tax, Trip_Count, Latencies"
2054,183,8,"(22,)","(32,)",3,0.5048846614636201,0.019803158351088937,"Launch_Tax, Trip_Count, Latencies"
2055,183,16,"(22,)","(8,)",3,0.5049340029272401,0.019801223213404256,"Launch_Tax, Trip_Count, Latencies"
2056,183,16,"(22,)","(16,)",2,0.5049340029272401,0.019801223213404256,"Launch_Tax, Trip_Count, Latencies"
2057,183,16,"(22,)","(32,)",2,0.5049340029272401,0.019801223213404256,"Launch_Tax, Trip_Count, Latencies"
2058,183,32,"(22,)","(8,)",3,0.5050326858544801,0.019797354072407323,"Launch_Tax, Trip_Count, Latencies"
2059,183,32,"(22,)","(16,)",2,0.5050326858544801,0.019797354072407323,"Launch_Tax, Trip_Count, Latencies"
2060,183,32,"(22,)","(32,)",1,0.5050326858544801,0.019797354072407323,"Launch_Tax, Trip_Count, Latencies"
2061,183,32,"(22,)","(64,)",1,0.5050326858544801,0.019797354072407323,"Launch_Tax, Trip_Count, Latencies"
2062,183,32,"(22,)","(128,)",1,0.5050326858544801,0.019797354072407323,"Launch_Tax, Trip_Count, Latencies"
2063,183,32,"(22,)","(256,)",1,0.5050326858544801,0.019797354072407323,"Launch_Tax, Trip_Count, Latencies"
2064,183,32,"(22,)","(512,)",1,0.5050326858544801,0.019797354072407323,"Launch_Tax, Trip_Count, Latencies"
2065,183,8,"(22,)","(8,)",3,0.5048846614636201,0.019803158351088937,"Launch_Tax, Trip_Count, Latencies"
2066,183,8,"(22,)","(16,)",3,0.5048846614636201,0.019803158351088937,"Launch_Tax, Trip_Count, Latencies"
2067,183,8,"(22,)","(32,)",3,0.5048846614636201,0.019803158351088937,"Launch_Tax, Trip_Count, Latencies"
2068,183,16,"(22,)","(8,)",3,0.5049340029272401,0.019801223213404256,"Launch_Tax, Trip_Count, Latencies"
2069,183,16,"(22,)","(16,)",2,0.5049340029272401,0.019801223213404256,"Launch_Tax, Trip_Count, Latencies"
2070,183,16,"(22,)","(32,)",2,0.5049340029272401,0.019801223213404256,"Launch_Tax, Trip_Count, Latencies"
2071,183,32,"(22,)","(8,)",3,0.5050326858544801,0.019797354072407323,"Launch_Tax, Trip_Count, Latencies"
2072,183,32,"(22,)","(16,)",2,0.5050326858544801,0.019797354072407323,"Launch_Tax, Trip_Count, Latencies"
2073,183,32,"(22,)","(32,)",1,0.5050326858544801,0.019797354072407323,"Launch_Tax, Trip_Count, Latencies"
2074,183,32,"(22,)","(64,)",1,0.5050326858544801,0.019797354072407323,"Launch_Tax, Trip_Count, Latencies"
2075,183,32,"(22,)","(128,)",1,0.5050326858544801,0.019797354072407323,"Launch_Tax, Trip_Count, Latencies"
2076,183,32,"(22,)","(256,)",1,0.5050326858544801,0.019797354072407323,"Launch_Tax, Trip_Count, Latencies"
2077,183,32,"(22,)","(512,)",1,0.5050326858544801,0.019797354072407323,"Launch_Tax, Trip_Count, Latencies"
2078,191,8,"(2,)","(8,)",1,7.914400694444446e-05,126.34010187301854,"Launch_Tax, Latencies, DRAM_BW"
2079,191,8,"(2,)","(16,)",1,7.914400694444446e-05,126.34010187301854,"Launch_Tax, Latencies, DRAM_BW"
2080,191,8,"(2,)","(32,)",1,7.914400694444446e-05,126.34010187301854,"Launch_Tax, Latencies, DRAM_BW"
2081,191,8,"(2,)","(64,)",1,7.914400694444446e-05,126.34010187301854,"Launch_Tax, Latencies, DRAM_BW"
2082,191,8,"(2,)","(128,)",1,7.914400694444446e-05,126.34010187301854,"Launch_Tax, Latencies, DRAM_BW"
2083,191,8,"(2,)","(256,)",1,7.914400694444446e-05,126.34010187301854,"Launch_Tax, Latencies, DRAM_BW"
2084,191,8,"(2,)","(512,)",1,7.914400694444446e-05,126.34010187301854,"Launch_Tax, Latencies, DRAM_BW"
2085,191,16,"(2,)","(8,)",1,7.914400694444446e-05,126.34010187301854,"Launch_Tax, Latencies, DRAM_BW"
2086,191,16,"(2,)","(16,)",1,7.914400694444446e-05,126.34010187301854,"Launch_Tax, Latencies, DRAM_BW"
2087,191,16,"(2,)","(32,)",1,7.914400694444446e-05,126.34010187301854,"Launch_Tax, Latencies, DRAM_BW"
2088,191,16,"(2,)","(64,)",1,7.914400694444446e-05,126.34010187301854,"Launch_Tax, Latencies, DRAM_BW"
2089,191,16,"(2,)","(128,)",1,7.914400694444446e-05,126.34010187301854,"Launch_Tax, Latencies, DRAM_BW"
2090,191,16,"(2,)","(256,)",1,7.914400694444446e-05,126.34010187301854,"Launch_Tax, Latencies, DRAM_BW"
