total_time_on_host,total_est_exe_time,num_offload_heads,speed_up_of_accelerated_code,speed_up,fraction_of_accelerated_code,offload_non_accel_time,total_app_time_in_mpi,total_app_time_in_ignored,total_est_time_on_host,total_est_acc_time,total_data_tax,total_launch_tax,frac_Compute_bound_offloads,frac_L3_BW_bound_offloads,frac_GTI_BW_bound_offloads,frac_LLC_BW_bound_offloads,frac_DRAM_BW_bound_offloads,frac_Global_Atomic_bound_offloads,frac_Latencies_bound_offloads,frac_Data_Transfer_bound_offloads,frac_Launch_Tax_bound_offloads,frac_Dependency_bound_offloads,frac_Trip_Count_bound_offloads,frac_Unknown_bound_offloads,frac_Non_offloaded,measured_total_time_on_host,cpu_scale_factor
3.279999999999999,1.6820614066483792,3,2.022977382468091,2.009729457461441,97.86543832317075,1.5299546525,0.0,0.0,0.12001456109999964,0.032036797492824017,0.0,5.539555555555556e-05,94.20687313719513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6585651859756108,0.0,2.13456167682925,3.279999999999999,1.0
