region_id,estimation_id,name,time
325,0,time_by_dram_bw,3.6975e-07
161,0,time_by_compute,2.3809523809523806e-09
161,0,time_by_l3_bw,2.4444444444444445e-07
161,0,time_by_gti_bw,1.81712962962963e-07
161,0,time_by_llc_bw,1.81712962962963e-07
161,0,time_by_dram_bw,3.2708333333333336e-07
328,0,time_by_compute,2.3809523809523806e-09
328,0,time_by_l3_bw,2.4444444444444445e-07
328,0,time_by_gti_bw,1.81712962962963e-07
328,0,time_by_llc_bw,1.81712962962963e-07
328,0,time_by_dram_bw,3.2708333333333336e-07
162,0,time_by_compute,0.0
162,0,time_by_l3_bw,2.1481481481481483e-07
162,0,time_by_gti_bw,1.2641203703703705e-07
162,0,time_by_llc_bw,1.2641203703703705e-07
162,0,time_by_dram_bw,2.275416666666667e-07
331,0,time_by_compute,4.550264550264551e-08
331,0,time_by_l3_bw,2.1319444444444444e-08
331,0,time_by_gti_bw,3.1597222222222223e-09
331,0,time_by_llc_bw,3.1597222222222223e-09
331,0,time_by_dram_bw,5.6875e-09
332,0,time_by_compute,3.439153439153439e-08
332,0,time_by_l3_bw,1.037037037037037e-08
332,0,time_by_gti_bw,0.0
332,0,time_by_llc_bw,0.0
332,0,time_by_dram_bw,0.0
333,0,time_by_compute,5.29100529100529e-10
333,0,time_by_l3_bw,1.037037037037037e-08
333,0,time_by_gti_bw,0.0
333,0,time_by_llc_bw,0.0
333,0,time_by_dram_bw,0.0
334,0,time_by_compute,0.0
334,0,time_by_l3_bw,0.0
334,0,time_by_gti_bw,0.0
334,0,time_by_llc_bw,0.0
334,0,time_by_dram_bw,0.0
167,0,time_by_compute,0.0
167,0,time_by_l3_bw,0.0
167,0,time_by_gti_bw,0.0
167,0,time_by_llc_bw,0.0
167,0,time_by_dram_bw,0.0
341,0,time_by_compute,2.8280423280423287e-07
341,0,time_by_l3_bw,2.3703703703703703e-08
341,0,time_by_gti_bw,1.5798611111111115e-08
341,0,time_by_llc_bw,1.5798611111111115e-08
341,0,time_by_dram_bw,2.84375e-08
342,0,time_by_compute,0.0
342,0,time_by_l3_bw,7.407407407407407e-10
342,0,time_by_gti_bw,0.0
342,0,time_by_llc_bw,0.0
342,0,time_by_dram_bw,0.0
174,0,time_by_compute,0.0
174,0,time_by_l3_bw,0.0
174,0,time_by_gti_bw,0.0
174,0,time_by_llc_bw,0.0
174,0,time_by_dram_bw,0.0
344,0,time_by_compute,0.0
344,0,time_by_l3_bw,0.0
344,0,time_by_gti_bw,0.0
344,0,time_by_llc_bw,0.0
344,0,time_by_dram_bw,0.0
172,0,time_by_compute,0.0
172,0,time_by_l3_bw,0.0
172,0,time_by_gti_bw,0.0
172,0,time_by_llc_bw,0.0
172,0,time_by_dram_bw,0.0
49,0,time_by_compute,0.00038741084656084663
49,0,time_by_l3_bw,3.066666666666667e-05
49,0,time_by_gti_bw,8.857337962962962e-06
49,0,time_by_llc_bw,8.857337962962962e-06
49,0,time_by_dram_bw,1.5943208333333332e-05
39,0,time_by_compute,1.0317460317460319e-07
39,0,time_by_l3_bw,3.303703703703704e-07
39,0,time_by_gti_bw,1.4223379629629628e-07
39,0,time_by_llc_bw,1.4223379629629628e-07
39,0,time_by_dram_bw,2.5602083333333334e-07
295,0,time_by_compute,1.0238095238095239e-07
295,0,time_by_l3_bw,3.244444444444444e-07
295,0,time_by_gti_bw,1.3432870370370372e-07
295,0,time_by_llc_bw,1.3432870370370372e-07
295,0,time_by_dram_bw,2.4179166666666666e-07
296,0,time_by_compute,6.772486772486771e-08
296,0,time_by_l3_bw,1.1333333333333333e-07
296,0,time_by_gti_bw,6.32175925925926e-08
296,0,time_by_llc_bw,6.32175925925926e-08
296,0,time_by_dram_bw,1.1379166666666666e-07
40,0,time_by_compute,5.079365079365079e-08
40,0,time_by_l3_bw,1.1333333333333333e-07
40,0,time_by_gti_bw,6.32175925925926e-08
40,0,time_by_llc_bw,6.32175925925926e-08
40,0,time_by_dram_bw,1.1379166666666666e-07
41,0,time_by_compute,5.079365079365079e-08
41,0,time_by_l3_bw,1.0592592592592592e-07
41,0,time_by_gti_bw,6.32175925925926e-08
41,0,time_by_llc_bw,6.32175925925926e-08
41,0,time_by_dram_bw,1.1379166666666666e-07
42,0,time_by_compute,0.0
42,0,time_by_l3_bw,8.888888888888889e-09
42,0,time_by_gti_bw,7.905092592592593e-09
42,0,time_by_llc_bw,7.905092592592593e-09
42,0,time_by_dram_bw,1.4229166666666666e-08
310,0,time_by_compute,0.0003842280423280423
310,0,time_by_l3_bw,2.9395555555555555e-05
310,0,time_by_gti_bw,8.22519675925926e-06
310,0,time_by_llc_bw,8.22519675925926e-06
310,0,time_by_dram_bw,1.4805354166666666e-05
311,0,time_by_compute,0.0003842275132275133
311,0,time_by_l3_bw,2.9374074074074074e-05
311,0,time_by_gti_bw,8.201481481481482e-06
311,0,time_by_llc_bw,8.201481481481482e-06
311,0,time_by_dram_bw,1.4762666666666667e-05
50,0,time_by_compute,0.0003842275132275133
50,0,time_by_l3_bw,2.936148148148148e-05
50,0,time_by_gti_bw,8.201481481481482e-06
50,0,time_by_llc_bw,8.201481481481482e-06
50,0,time_by_dram_bw,1.4762666666666667e-05
51,0,time_by_compute,0.0003842275132275133
51,0,time_by_l3_bw,2.9355555555555555e-05
51,0,time_by_gti_bw,8.201481481481482e-06
51,0,time_by_llc_bw,8.201481481481482e-06
51,0,time_by_dram_bw,1.4762666666666667e-05
52,0,time_by_compute,0.00038422301587301584
52,0,time_by_l3_bw,2.9317037037037036e-05
52,0,time_by_gti_bw,8.201481481481482e-06
52,0,time_by_llc_bw,8.201481481481482e-06
52,0,time_by_dram_bw,1.4762666666666667e-05
53,0,time_by_compute,0.00038421825396825395
53,0,time_by_l3_bw,2.929259259259259e-05
53,0,time_by_gti_bw,8.201481481481482e-06
53,0,time_by_llc_bw,8.201481481481482e-06
53,0,time_by_dram_bw,1.4762666666666667e-05
237,0,time_by_compute,0.00038421349206349206
237,0,time_by_l3_bw,1.0525185185185185e-05
237,0,time_by_gti_bw,4.922465277777777e-06
237,0,time_by_llc_bw,4.922465277777777e-06
237,0,time_by_dram_bw,8.8604375e-06
58,0,time_by_compute,0.0003842119047619047
58,0,time_by_l3_bw,1.0511851851851853e-05
58,0,time_by_gti_bw,4.922465277777777e-06
58,0,time_by_llc_bw,4.922465277777777e-06
58,0,time_by_dram_bw,8.8604375e-06
302,0,time_by_compute,3.079629629629629e-06
302,0,time_by_l3_bw,9.251851851851852e-07
302,0,time_by_gti_bw,4.820023148148148e-07
302,0,time_by_llc_bw,4.820023148148148e-07
302,0,time_by_dram_bw,8.676041666666666e-07
303,0,time_by_compute,2.8280423280423287e-07
303,0,time_by_l3_bw,2.296296296296296e-08
303,0,time_by_gti_bw,7.905092592592594e-09
303,0,time_by_llc_bw,7.905092592592594e-09
303,0,time_by_dram_bw,1.4229166666666666e-08
304,0,time_by_compute,0.0
304,0,time_by_l3_bw,7.407407407407407e-10
304,0,time_by_gti_bw,0.0
304,0,time_by_llc_bw,0.0
304,0,time_by_dram_bw,0.0
45,0,time_by_compute,0.0
45,0,time_by_l3_bw,0.0
45,0,time_by_gti_bw,0.0
45,0,time_by_llc_bw,0.0
45,0,time_by_dram_bw,0.0
283,0,time_by_compute,2.776190476190476e-06
283,0,time_by_l3_bw,8.592592592592593e-07
283,0,time_by_gti_bw,4.661921296296296e-07
283,0,time_by_llc_bw,4.661921296296296e-07
283,0,time_by_dram_bw,8.391458333333334e-07
284,0,time_by_compute,1.91005291005291e-06
284,0,time_by_l3_bw,8.562962962962963e-07
284,0,time_by_gti_bw,4.661921296296296e-07
284,0,time_by_llc_bw,4.661921296296296e-07
284,0,time_by_dram_bw,8.391458333333334e-07
30,0,time_by_compute,1.6783068783068784e-06
30,0,time_by_l3_bw,8.540740740740741e-07
30,0,time_by_gti_bw,4.661921296296296e-07
30,0,time_by_llc_bw,4.661921296296296e-07
30,0,time_by_dram_bw,8.391458333333334e-07
290,0,time_by_compute,1.676190476190476e-06
290,0,time_by_l3_bw,7.740740740740741e-07
290,0,time_by_gti_bw,4.5828703703703705e-07
290,0,time_by_llc_bw,4.5828703703703705e-07
290,0,time_by_dram_bw,8.249166666666666e-07
291,0,time_by_compute,1.676190476190476e-06
291,0,time_by_l3_bw,4.162962962962963e-07
291,0,time_by_gti_bw,2.2125e-07
291,0,time_by_llc_bw,2.2125e-07
291,0,time_by_dram_bw,3.9825e-07
292,0,time_by_compute,1.2571428571428573e-06
292,0,time_by_l3_bw,4.162962962962963e-07
292,0,time_by_gti_bw,2.2125e-07
292,0,time_by_llc_bw,2.2125e-07
292,0,time_by_dram_bw,3.9825e-07
293,0,time_by_compute,8.38095238095238e-07
293,0,time_by_l3_bw,3.7777777777777775e-07
293,0,time_by_gti_bw,2.133449074074074e-07
293,0,time_by_llc_bw,2.133449074074074e-07
293,0,time_by_dram_bw,3.840208333333333e-07
31,0,time_by_compute,4.19047619047619e-07
31,0,time_by_l3_bw,2.4e-07
31,0,time_by_gti_bw,1.501273148148148e-07
31,0,time_by_llc_bw,1.501273148148148e-07
31,0,time_by_dram_bw,2.7022916666666665e-07
27,0,time_by_compute,7.936507936507936e-10
27,0,time_by_l3_bw,2.962962962962963e-08
27,0,time_by_gti_bw,7.905092592592594e-09
27,0,time_by_llc_bw,7.905092592592594e-09
27,0,time_by_dram_bw,1.4229166666666666e-08
69,0,time_by_compute,0.023724397387003906
69,0,time_by_l3_bw,1.5433333333333333e-06
69,0,time_by_gti_bw,3.952546296296296e-09
69,0,time_by_llc_bw,3.952546296296296e-09
69,0,time_by_dram_bw,1.4229166666666666e-08
246,0,time_by_compute,0.023724298869470566
246,0,time_by_l3_bw,4.938271604938271e-10
246,0,time_by_gti_bw,3.952546296296296e-09
246,0,time_by_llc_bw,3.952546296296296e-09
246,0,time_by_dram_bw,1.4229166666666666e-08
70,0,time_by_compute,0.023721060262204788
70,0,time_by_l3_bw,4.938271604938271e-10
70,0,time_by_gti_bw,3.952546296296296e-09
70,0,time_by_llc_bw,3.952546296296296e-09
70,0,time_by_dram_bw,1.4229166666666666e-08
109,0,time_by_compute,0.0
109,0,time_by_l3_bw,2.4691358024691357e-10
109,0,time_by_gti_bw,3.952546296296296e-09
109,0,time_by_llc_bw,3.952546296296296e-09
109,0,time_by_dram_bw,1.4229166666666666e-08
110,0,time_by_compute,0.0
110,0,time_by_l3_bw,2.4691358024691357e-10
110,0,time_by_gti_bw,0.0
110,0,time_by_llc_bw,0.0
110,0,time_by_dram_bw,0.0
90,0,time_by_compute,0.005670375952240477
90,0,time_by_l3_bw,0.0
90,0,time_by_gti_bw,0.0
90,0,time_by_llc_bw,0.0
90,0,time_by_dram_bw,0.0
71,0,time_by_compute,0.005670375952240477
71,0,time_by_l3_bw,0.0
71,0,time_by_gti_bw,0.0
71,0,time_by_llc_bw,0.0
71,0,time_by_dram_bw,0.0
