estimation_id,region_id,simd_width,global_size,local_size,thread_count,time,speed_up,bounded_by
196,359,8,"(100000, 816)","(8, 1)",10200000,0.03903809424697063,348.8899820220328,Compute
197,359,8,"(100000, 816)","(8, 2)",10200000,0.03903809424697063,348.8899820220328,Compute
198,359,8,"(100000, 816)","(8, 4)",10200000,0.03903809424697063,348.8899820220328,Compute
199,359,8,"(100000, 816)","(8, 8)",10200000,0.03903809424697063,348.8899820220328,Compute
200,359,8,"(100000, 816)","(8, 16)",10200000,0.03903809424697063,348.8899820220328,Compute
201,359,8,"(100000, 816)","(8, 32)",10200000,0.03903809424697063,348.8899820220328,Compute
202,359,8,"(100000, 816)","(8, 64)",10200000,0.03903809424697063,348.8899820220328,Compute
203,359,8,"(100000, 816)","(16, 1)",10200000,0.03903809424697063,348.8899820220328,Compute
204,359,8,"(100000, 816)","(16, 2)",10200000,0.03903809424697063,348.8899820220328,Compute
205,359,8,"(100000, 816)","(16, 4)",10200000,0.03903809424697063,348.8899820220328,Compute
206,359,8,"(100000, 816)","(16, 8)",10200000,0.03903809424697063,348.8899820220328,Compute
207,359,8,"(100000, 816)","(16, 16)",10200000,0.03903809424697063,348.8899820220328,Compute
208,359,8,"(100000, 816)","(16, 32)",10200000,0.03903809424697063,348.8899820220328,Compute
209,359,8,"(100000, 816)","(32, 1)",10200000,0.03903809424697063,348.8899820220328,Compute
210,359,8,"(100000, 816)","(32, 2)",10200000,0.03903809424697063,348.8899820220328,Compute
211,359,8,"(100000, 816)","(32, 4)",10200000,0.03903809424697063,348.8899820220328,Compute
212,359,8,"(100000, 816)","(32, 8)",10200000,0.03903809424697063,348.8899820220328,Compute
213,359,8,"(100000, 816)","(32, 16)",10200000,0.03903809424697063,348.8899820220328,Compute
214,359,8,"(100000, 816)","(64, 1)",10200000,0.03903809424697063,348.8899820220328,Compute
215,359,8,"(100000, 816)","(64, 2)",10200000,0.03903809424697063,348.8899820220328,Compute
216,359,8,"(100000, 816)","(64, 4)",10200000,0.03903809424697063,348.8899820220328,Compute
217,359,8,"(100000, 816)","(64, 8)",10200000,0.03903809424697063,348.8899820220328,Compute
218,359,8,"(100000, 816)","(128, 1)",10200000,0.03903809424697063,348.8899820220328,Compute
219,359,8,"(100000, 816)","(128, 2)",10200000,0.03903809424697063,348.8899820220328,Compute
220,359,8,"(100000, 816)","(128, 4)",10200000,0.03903809424697063,348.8899820220328,Compute
221,359,8,"(100000, 816)","(256, 1)",10200000,0.03903809424697063,348.8899820220328,Compute
222,359,8,"(100000, 816)","(256, 2)",10200000,0.03903809424697063,348.8899820220328,Compute
