estimation_id,region_id,simd_width,global_size,local_size,thread_count,time,speed_up,bounded_by
223,359,8,"(100000, 816)","(512, 1)",10200000,0.03903809424697063,348.8899820220328,Compute
224,359,16,"(100000,)","(8,)",12500,0.06645479894604443,204.9513385941965,Compute
225,359,16,"(100000, 816)","(1, 8)",10200000,0.07022258256801532,193.95470092271404,Compute
226,359,16,"(100000,)","(16,)",6250,0.038942140264,349.74965185955614,Compute
227,359,16,"(100000, 816)","(1, 16)",5100000,0.03880290425198406,351.0046544854588,Compute
228,359,16,"(100000,)","(32,)",6250,0.038942140264,349.74965185955614,Compute
229,359,16,"(100000, 816)","(1, 32)",5100000,0.03880290425198406,351.0046544854588,Compute
230,359,16,"(100000,)","(64,)",6250,0.038942140264,349.74965185955614,Compute
231,359,16,"(100000, 816)","(1, 64)",5100000,0.03880290425198406,351.0046544854588,Compute
232,359,16,"(100000,)","(128,)",6250,0.038942140264,349.74965185955614,Compute
233,359,16,"(100000, 816)","(1, 128)",5100000,0.03880290425198406,351.0046544854588,Compute
234,359,16,"(100000,)","(256,)",6250,0.038942140264,349.74965185955614,Compute
235,359,16,"(100000, 816)","(1, 256)",5100000,0.03880290425198406,351.0046544854588,Compute
236,359,16,"(100000,)","(512,)",6250,0.038942140264,349.74965185955614,Compute
237,359,16,"(100000, 816)","(1, 512)",5100000,0.03880290425198406,351.0046544854588,Compute
238,359,16,"(100000, 816)","(2, 4)",10200000,0.07022258256801532,193.95470092271404,Compute
239,359,16,"(100000, 816)","(2, 8)",5100000,0.03880290425198406,351.0046544854588,Compute
240,359,16,"(100000, 816)","(2, 16)",5100000,0.03880290425198406,351.0046544854588,Compute
241,359,16,"(100000, 816)","(2, 32)",5100000,0.03880290425198406,351.0046544854588,Compute
242,359,16,"(100000, 816)","(2, 64)",5100000,0.03880290425198406,351.0046544854588,Compute
243,359,16,"(100000, 816)","(2, 128)",5100000,0.03880290425198406,351.0046544854588,Compute
244,359,16,"(100000, 816)","(2, 256)",5100000,0.03880290425198406,351.0046544854588,Compute
245,359,16,"(100000, 816)","(4, 2)",10200000,0.07022258256801532,193.95470092271404,Compute
246,359,16,"(100000, 816)","(4, 4)",5100000,0.03880290425198406,351.0046544854588,Compute
247,359,16,"(100000, 816)","(4, 8)",5100000,0.03880290425198406,351.0046544854588,Compute
248,359,16,"(100000, 816)","(4, 16)",5100000,0.03880290425198406,351.0046544854588,Compute
249,359,16,"(100000, 816)","(4, 32)",5100000,0.03880290425198406,351.0046544854588,Compute
250,359,16,"(100000, 816)","(4, 64)",5100000,0.03880290425198406,351.0046544854588,Compute
251,359,16,"(100000, 816)","(4, 128)",5100000,0.03880290425198406,351.0046544854588,Compute
252,359,16,"(100000, 816)","(8, 1)",10200000,0.07022258256801532,193.95470092271404,Compute
253,359,16,"(100000, 816)","(8, 2)",5100000,0.03880290425198406,351.0046544854588,Compute
254,359,16,"(100000, 816)","(8, 4)",5100000,0.03880290425198406,351.0046544854588,Compute
255,359,16,"(100000, 816)","(8, 8)",5100000,0.03880290425198406,351.0046544854588,Compute
256,359,16,"(100000, 816)","(8, 16)",5100000,0.03880290425198406,351.0046544854588,Compute
257,359,16,"(100000, 816)","(8, 32)",5100000,0.03880290425198406,351.0046544854588,Compute
258,359,16,"(100000, 816)","(8, 64)",5100000,0.03880290425198406,351.0046544854588,Compute
259,359,16,"(100000, 816)","(16, 1)",5100000,0.03880290425198406,351.0046544854588,Compute
260,359,16,"(100000, 816)","(16, 2)",5100000,0.03880290425198406,351.0046544854588,Compute
261,359,16,"(100000, 816)","(16, 4)",5100000,0.03880290425198406,351.0046544854588,Compute
262,359,16,"(100000, 816)","(16, 8)",5100000,0.03880290425198406,351.0046544854588,Compute
263,359,16,"(100000, 816)","(16, 16)",5100000,0.03880290425198406,351.0046544854588,Compute
264,359,16,"(100000, 816)","(16, 32)",5100000,0.03880290425198406,351.0046544854588,Compute
265,359,16,"(100000, 816)","(32, 1)",5100000,0.03880290425198406,351.0046544854588,Compute
266,359,16,"(100000, 816)","(32, 2)",5100000,0.03880290425198406,351.0046544854588,Compute
267,359,16,"(100000, 816)","(32, 4)",5100000,0.03880290425198406,351.0046544854588,Compute
268,359,16,"(100000, 816)","(32, 8)",5100000,0.03880290425198406,351.0046544854588,Compute
269,359,16,"(100000, 816)","(32, 16)",5100000,0.03880290425198406,351.0046544854588,Compute
270,359,16,"(100000, 816)","(64, 1)",5100000,0.03880290425198406,351.0046544854588,Compute
271,359,16,"(100000, 816)","(64, 2)",5100000,0.03880290425198406,351.0046544854588,Compute
272,359,16,"(100000, 816)","(64, 4)",5100000,0.03880290425198406,351.0046544854588,Compute
273,359,16,"(100000, 816)","(64, 8)",5100000,0.03880290425198406,351.0046544854588,Compute
274,359,16,"(100000, 816)","(128, 1)",5100000,0.03880290425198406,351.0046544854588,Compute
275,359,16,"(100000, 816)","(128, 2)",5100000,0.03880290425198406,351.0046544854588,Compute
276,359,16,"(100000, 816)","(128, 4)",5100000,0.03880290425198406,351.0046544854588,Compute
277,359,16,"(100000, 816)","(256, 1)",5100000,0.03880290425198406,351.0046544854588,Compute
278,359,16,"(100000, 816)","(256, 2)",5100000,0.03880290425198406,351.0046544854588,Compute
279,359,16,"(100000, 816)","(512, 1)",5100000,0.03880290425198406,351.0046544854588,Compute
280,359,32,"(100000,)","(8,)",12500,0.12488799196616293,109.05772272878083,Compute
281,359,32,"(100000, 816)","(1, 8)",10200000,0.1325915592101047,102.72147096798024,Compute
282,359,32,"(100000,)","(16,)",6250,0.06969645237985185,195.4188417764766,Compute
283,359,32,"(100000, 816)","(1, 16)",5100000,0.06998944702248662,194.60076596439018,Compute
284,359,32,"(100000,)","(32,)",3125,0.03485096989362963,390.80691417112007,Compute
285,359,32,"(100000, 816)","(1, 32)",2600000,0.035614379830086515,382.4297956325502,Compute
286,359,32,"(100000,)","(64,)",3125,0.03485096989362963,390.80691417112007,Compute
287,359,32,"(100000, 816)","(1, 64)",2600000,0.035614379830086515,382.4297956325502,Compute
288,359,32,"(100000,)","(128,)",3125,0.03485096989362963,390.80691417112007,Compute
289,359,32,"(100000, 816)","(1, 128)",2600000,0.035614379830086515,382.4297956325502,Compute
290,359,32,"(100000,)","(256,)",3125,0.03485096989362963,390.80691417112007,Compute
291,359,32,"(100000, 816)","(1, 256)",2600000,0.035614379830086515,382.4297956325502,Compute
292,359,32,"(100000,)","(512,)",3125,0.03485096989362963,390.80691417112007,Compute
293,359,32,"(100000, 816)","(1, 512)",2600000,0.035614379830086515,382.4297956325502,Compute
294,359,32,"(100000, 816)","(2, 4)",10200000,0.1325915592101047,102.72147096798024,Compute
295,359,32,"(100000, 816)","(2, 8)",5100000,0.06998944702248662,194.60076596439018,Compute
296,359,32,"(100000, 816)","(2, 16)",2550000,0.03499751165939147,389.17052539491397,Compute
297,359,32,"(100000, 816)","(2, 32)",2550000,0.03499751165939147,389.17052539491397,Compute
298,359,32,"(100000, 816)","(2, 64)",2550000,0.03499751165939147,389.17052539491397,Compute
299,359,32,"(100000, 816)","(2, 128)",2550000,0.03499751165939147,389.17052539491397,Compute
300,359,32,"(100000, 816)","(2, 256)",2550000,0.03499751165939147,389.17052539491397,Compute
301,359,32,"(100000, 816)","(4, 2)",10200000,0.1325915592101047,102.72147096798024,Compute
302,359,32,"(100000, 816)","(4, 4)",5100000,0.06998944702248662,194.60076596439018,Compute
303,359,32,"(100000, 816)","(4, 8)",2550000,0.03499751165939147,389.17052539491397,Compute
304,359,32,"(100000, 816)","(4, 16)",2550000,0.03499751165939147,389.17052539491397,Compute
305,359,32,"(100000, 816)","(4, 32)",2550000,0.03499751165939147,389.17052539491397,Compute
306,359,32,"(100000, 816)","(4, 64)",2550000,0.03499751165939147,389.17052539491397,Compute
307,359,32,"(100000, 816)","(4, 128)",2550000,0.03499751165939147,389.17052539491397,Compute
308,359,32,"(100000, 816)","(8, 1)",10200000,0.1325915592101047,102.72147096798024,Compute
309,359,32,"(100000, 816)","(8, 2)",5100000,0.06998944702248662,194.60076596439018,Compute
310,359,32,"(100000, 816)","(8, 4)",2550000,0.03499751165939147,389.17052539491397,Compute
311,359,32,"(100000, 816)","(8, 8)",2550000,0.03499751165939147,389.17052539491397,Compute
312,359,32,"(100000, 816)","(8, 16)",2550000,0.03499751165939147,389.17052539491397,Compute
313,359,32,"(100000, 816)","(8, 32)",2550000,0.03499751165939147,389.17052539491397,Compute
314,359,32,"(100000, 816)","(8, 64)",2550000,0.03499751165939147,389.17052539491397,Compute
315,359,32,"(100000, 816)","(16, 1)",5100000,0.06998944702248662,194.60076596439018,Compute
316,359,32,"(100000, 816)","(16, 2)",2550000,0.03499751165939147,389.17052539491397,Compute
317,359,32,"(100000, 816)","(16, 4)",2550000,0.03499751165939147,389.17052539491397,Compute
318,359,32,"(100000, 816)","(16, 8)",2550000,0.03499751165939147,389.17052539491397,Compute
319,359,32,"(100000, 816)","(16, 16)",2550000,0.03499751165939147,389.17052539491397,Compute
320,359,32,"(100000, 816)","(16, 32)",2550000,0.03499751165939147,389.17052539491397,Compute
321,359,32,"(100000, 816)","(32, 1)",2550000,0.03499751165939147,389.17052539491397,Compute
322,359,32,"(100000, 816)","(32, 2)",2550000,0.03499751165939147,389.17052539491397,Compute
323,359,32,"(100000, 816)","(32, 4)",2550000,0.03499751165939147,389.17052539491397,Compute
324,359,32,"(100000, 816)","(32, 8)",2550000,0.03499751165939147,389.17052539491397,Compute
325,359,32,"(100000, 816)","(32, 16)",2550000,0.03499751165939147,389.17052539491397,Compute
326,359,32,"(100000, 816)","(64, 1)",2550000,0.03499751165939147,389.17052539491397,Compute
327,359,32,"(100000, 816)","(64, 2)",2550000,0.03499751165939147,389.17052539491397,Compute
328,359,32,"(100000, 816)","(64, 4)",2550000,0.03499751165939147,389.17052539491397,Compute
329,359,32,"(100000, 816)","(64, 8)",2550000,0.03499751165939147,389.17052539491397,Compute
330,359,32,"(100000, 816)","(128, 1)",2550000,0.03499751165939147,389.17052539491397,Compute
331,359,32,"(100000, 816)","(128, 2)",2550000,0.03499751165939147,389.17052539491397,Compute
332,359,32,"(100000, 816)","(128, 4)",2550000,0.03499751165939147,389.17052539491397,Compute
333,359,32,"(100000, 816)","(256, 1)",2550000,0.03499751165939147,389.17052539491397,Compute
334,359,32,"(100000, 816)","(256, 2)",2550000,0.03499751165939147,389.17052539491397,Compute
335,359,32,"(100000, 816)","(512, 1)",2550000,0.03499751165939147,389.17052539491397,Compute
336,5,8,"(816,)","(8,)",102,0.6344573470503216,21.46716412588054,"Launch_Tax, Latencies, Compute"
337,5,8,"(816,)","(16,)",102,0.6344573470503216,21.46716412588054,"Launch_Tax, Latencies, Compute"
338,5,8,"(816,)","(32,)",102,0.6344573470503216,21.46716412588054,"Launch_Tax, Latencies, Compute"
339,5,8,"(816,)","(64,)",102,0.6344573470503216,21.46716412588054,"Launch_Tax, Latencies, Compute"
340,5,8,"(816,)","(128,)",102,0.6344573470503216,21.46716412588054,"Launch_Tax, Latencies, Compute"
341,5,8,"(816,)","(256,)",102,0.6344573470503216,21.46716412588054,"Launch_Tax, Latencies, Compute"
342,5,8,"(816,)","(512,)",102,0.68832172076731,19.78725876152367,"Launch_Tax, Compute"
343,5,16,"(816,)","(8,)",102,0.68832172076731,19.78725876152367,"Launch_Tax, Compute"
344,5,16,"(816,)","(16,)",51,0.687790680383655,19.80253642344014,"Launch_Tax, Trip_Count, Latencies"
345,5,16,"(816,)","(32,)",51,0.687790680383655,19.80253642344014,"Launch_Tax, Trip_Count, Latencies"
346,5,16,"(816,)","(64,)",51,0.687790680383655,19.80253642344014,"Launch_Tax, Trip_Count, Latencies"
347,5,16,"(816,)","(128,)",51,0.687790680383655,19.80253642344014,"Launch_Tax, Trip_Count, Latencies"
348,5,16,"(816,)","(256,)",51,0.687790680383655,19.80253642344014,"Launch_Tax, Trip_Count, Latencies"
349,5,16,"(816,)","(512,)",51,0.7416550541006433,18.364332481379893,"Launch_Tax, Trip_Count, Latencies"
350,5,32,"(816,)","(8,)",102,0.7960504682012867,17.109467984831454,"Launch_Tax, Compute"
351,5,32,"(816,)","(16,)",51,0.7416550541006433,18.364332481379893,"Launch_Tax, Trip_Count, Latencies"
352,5,32,"(816,)","(32,)",26,0.7416550541006433,18.364332481379893,"Launch_Tax, Trip_Count, Latencies"
353,5,32,"(816,)","(64,)",26,0.7416550541006433,18.364332481379893,"Launch_Tax, Trip_Count, Latencies"
354,5,32,"(816,)","(128,)",26,0.7416550541006433,18.364332481379893,"Launch_Tax, Trip_Count, Latencies"
355,5,32,"(816,)","(256,)",26,0.7416550541006433,18.364332481379893,"Launch_Tax, Trip_Count, Latencies"
356,5,32,"(816,)","(512,)",26,0.7416550541006433,18.364332481379893,"Launch_Tax, Trip_Count, Latencies"
357,5,8,"(816,)","(8,)",102,0.6344573470503216,21.46716412588054,"Launch_Tax, Latencies, Compute"
358,5,8,"(816,)","(16,)",102,0.6344573470503216,21.46716412588054,"Launch_Tax, Latencies, Compute"
359,5,8,"(816,)","(32,)",102,0.6344573470503216,21.46716412588054,"Launch_Tax, Latencies, Compute"
360,5,8,"(816,)","(64,)",102,0.6344573470503216,21.46716412588054,"Launch_Tax, Latencies, Compute"
361,5,8,"(816,)","(128,)",102,0.6344573470503216,21.46716412588054,"Launch_Tax, Latencies, Compute"
362,5,8,"(816,)","(256,)",102,0.6344573470503216,21.46716412588054,"Launch_Tax, Latencies, Compute"
363,5,8,"(816,)","(512,)",102,0.68832172076731,19.78725876152367,"Launch_Tax, Compute"
364,5,16,"(816,)","(8,)",102,0.68832172076731,19.78725876152367,"Launch_Tax, Compute"
365,5,16,"(816,)","(16,)",51,0.687790680383655,19.80253642344014,"Launch_Tax, Trip_Count, Latencies"
366,5,16,"(816,)","(32,)",51,0.687790680383655,19.80253642344014,"Launch_Tax, Trip_Count, Latencies"
367,5,16,"(816,)","(64,)",51,0.687790680383655,19.80253642344014,"Launch_Tax, Trip_Count, Latencies"
368,5,16,"(816,)","(128,)",51,0.687790680383655,19.80253642344014,"Launch_Tax, Trip_Count, Latencies"
369,5,16,"(816,)","(256,)",51,0.687790680383655,19.80253642344014,"Launch_Tax, Trip_Count, Latencies"
370,5,16,"(816,)","(512,)",51,0.7416550541006433,18.364332481379893,"Launch_Tax, Trip_Count, Latencies"
371,5,32,"(816,)","(8,)",102,0.7960504682012867,17.109467984831454,"Launch_Tax, Compute"
372,5,32,"(816,)","(16,)",51,0.7416550541006433,18.364332481379893,"Launch_Tax, Trip_Count, Latencies"
373,5,32,"(816,)","(32,)",26,0.7416550541006433,18.364332481379893,"Launch_Tax, Trip_Count, Latencies"
374,5,32,"(816,)","(64,)",26,0.7416550541006433,18.364332481379893,"Launch_Tax, Trip_Count, Latencies"
375,5,32,"(816,)","(128,)",26,0.7416550541006433,18.364332481379893,"Launch_Tax, Trip_Count, Latencies"
376,5,32,"(816,)","(256,)",26,0.7416550541006433,18.364332481379893,"Launch_Tax, Trip_Count, Latencies"
377,5,32,"(816,)","(512,)",26,0.7416550541006433,18.364332481379893,"Launch_Tax, Trip_Count, Latencies"
378,8,8,"(1,)","(8,)",1,481.73511584943344,0.013866348902594437,"Launch_Tax, Trip_Count"
379,8,8,"(1,)","(16,)",1,481.73511584943344,0.013866348902594437,"Launch_Tax, Trip_Count"
380,8,8,"(1,)","(32,)",1,481.73511584943344,0.013866348902594437,"Launch_Tax, Trip_Count"
381,8,8,"(1,)","(64,)",1,481.73511584943344,0.013866348902594437,"Launch_Tax, Trip_Count"
382,8,8,"(1,)","(128,)",1,481.73511584943344,0.013866348902594437,"Launch_Tax, Trip_Count"
383,8,8,"(1,)","(256,)",1,481.73511584943344,0.013866348902594437,"Launch_Tax, Trip_Count"
384,8,8,"(1,)","(512,)",1,481.73511584943344,0.013866348902594437,"Launch_Tax, Trip_Count"
385,8,16,"(1,)","(8,)",1,526.2065723536816,0.012694457929556606,"Launch_Tax, Trip_Count"
386,8,16,"(1,)","(16,)",1,526.2065723536816,0.012694457929556606,"Launch_Tax, Trip_Count"
387,8,16,"(1,)","(32,)",1,526.2065723536816,0.012694457929556606,"Launch_Tax, Trip_Count"
388,8,16,"(1,)","(64,)",1,526.2065723536816,0.012694457929556606,"Launch_Tax, Trip_Count"
389,8,16,"(1,)","(128,)",1,526.2065723536816,0.012694457929556606,"Launch_Tax, Trip_Count"
390,8,16,"(1,)","(256,)",1,526.2065723536816,0.012694457929556606,"Launch_Tax, Trip_Count"
391,8,16,"(1,)","(512,)",1,526.2065723536816,0.012694457929556606,"Launch_Tax, Trip_Count"
392,8,32,"(1,)","(8,)",1,615.1494853621782,0.010858998266197205,"Launch_Tax, Trip_Count"
393,8,32,"(1,)","(16,)",1,615.1494853621782,0.010858998266197205,"Launch_Tax, Trip_Count"
394,8,32,"(1,)","(32,)",1,615.1494853621782,0.010858998266197205,"Launch_Tax, Trip_Count"
395,8,32,"(1,)","(64,)",1,615.1494853621782,0.010858998266197205,"Launch_Tax, Trip_Count"
396,8,32,"(1,)","(128,)",1,615.1494853621782,0.010858998266197205,"Launch_Tax, Trip_Count"
397,8,32,"(1,)","(256,)",1,615.1494853621782,0.010858998266197205,"Launch_Tax, Trip_Count"
398,8,32,"(1,)","(512,)",1,615.1494853621782,0.010858998266197205,"Launch_Tax, Trip_Count"
399,8,8,"(1,)","(8,)",1,481.73511584943344,0.013866348902594437,"Launch_Tax, Trip_Count"
400,8,8,"(1,)","(16,)",1,481.73511584943344,0.013866348902594437,"Launch_Tax, Trip_Count"
401,8,8,"(1,)","(32,)",1,481.73511584943344,0.013866348902594437,"Launch_Tax, Trip_Count"
402,8,8,"(1,)","(64,)",1,481.73511584943344,0.013866348902594437,"Launch_Tax, Trip_Count"
403,8,8,"(1,)","(128,)",1,481.73511584943344,0.013866348902594437,"Launch_Tax, Trip_Count"
404,8,8,"(1,)","(256,)",1,481.73511584943344,0.013866348902594437,"Launch_Tax, Trip_Count"
405,8,8,"(1,)","(512,)",1,481.73511584943344,0.013866348902594437,"Launch_Tax, Trip_Count"
406,8,16,"(1,)","(8,)",1,526.2065723536816,0.012694457929556606,"Launch_Tax, Trip_Count"
407,8,16,"(1,)","(16,)",1,526.2065723536816,0.012694457929556606,"Launch_Tax, Trip_Count"
408,8,16,"(1,)","(32,)",1,526.2065723536816,0.012694457929556606,"Launch_Tax, Trip_Count"
409,8,16,"(1,)","(64,)",1,526.2065723536816,0.012694457929556606,"Launch_Tax, Trip_Count"
410,8,16,"(1,)","(128,)",1,526.2065723536816,0.012694457929556606,"Launch_Tax, Trip_Count"
411,8,16,"(1,)","(256,)",1,526.2065723536816,0.012694457929556606,"Launch_Tax, Trip_Count"
412,8,16,"(1,)","(512,)",1,526.2065723536816,0.012694457929556606,"Launch_Tax, Trip_Count"
413,8,32,"(1,)","(8,)",1,615.1494853621782,0.010858998266197205,"Launch_Tax, Trip_Count"
414,8,32,"(1,)","(16,)",1,615.1494853621782,0.010858998266197205,"Launch_Tax, Trip_Count"
415,8,32,"(1,)","(32,)",1,615.1494853621782,0.010858998266197205,"Launch_Tax, Trip_Count"
416,8,32,"(1,)","(64,)",1,615.1494853621782,0.010858998266197205,"Launch_Tax, Trip_Count"
417,8,32,"(1,)","(128,)",1,615.1494853621782,0.010858998266197205,"Launch_Tax, Trip_Count"
418,8,32,"(1,)","(256,)",1,615.1494853621782,0.010858998266197205,"Launch_Tax, Trip_Count"
419,8,32,"(1,)","(512,)",1,615.1494853621782,0.010858998266197205,"Launch_Tax, Trip_Count"
420,10,8,"(1,)","(8,)",1,1114.7476886088891,0.002915486867576074,"Launch_Tax, Trip_Count, Latencies"
421,10,8,"(1,)","(16,)",1,1114.7476886088891,0.002915486867576074,"Launch_Tax, Trip_Count, Latencies"
422,10,8,"(1,)","(32,)",1,1114.7476886088891,0.002915486867576074,"Launch_Tax, Trip_Count, Latencies"
423,10,8,"(1,)","(64,)",1,1114.7476886088891,0.002915486867576074,"Launch_Tax, Trip_Count, Latencies"
424,10,8,"(1,)","(128,)",1,1114.7476886088891,0.002915486867576074,"Launch_Tax, Trip_Count, Latencies"
425,10,8,"(1,)","(256,)",1,1114.7476886088891,0.002915486867576074,"Launch_Tax, Trip_Count, Latencies"
426,10,8,"(1,)","(512,)",1,1114.7476886088891,0.002915486867576074,"Launch_Tax, Trip_Count, Latencies"
427,10,16,"(1,)","(8,)",1,1115.9779415570374,0.0029122728378174582,"Launch_Tax, Trip_Count, Latencies"
428,10,16,"(1,)","(16,)",1,1115.9779415570374,0.0029122728378174582,"Launch_Tax, Trip_Count, Latencies"
429,10,16,"(1,)","(32,)",1,1115.9779415570374,0.0029122728378174582,"Launch_Tax, Trip_Count, Latencies"
430,10,16,"(1,)","(64,)",1,1115.9779415570374,0.0029122728378174582,"Launch_Tax, Trip_Count, Latencies"
431,10,16,"(1,)","(128,)",1,1115.9779415570374,0.0029122728378174582,"Launch_Tax, Trip_Count, Latencies"
432,10,16,"(1,)","(256,)",1,1115.9779415570374,0.0029122728378174582,"Launch_Tax, Trip_Count, Latencies"
433,10,16,"(1,)","(512,)",1,1115.9779415570374,0.0029122728378174582,"Launch_Tax, Trip_Count, Latencies"
434,10,32,"(1,)","(8,)",1,1118.4384474533335,0.002905865990390683,"Launch_Tax, Trip_Count, Latencies"
435,10,32,"(1,)","(16,)",1,1118.4384474533335,0.002905865990390683,"Launch_Tax, Trip_Count, Latencies"
436,10,32,"(1,)","(32,)",1,1118.4384474533335,0.002905865990390683,"Launch_Tax, Trip_Count, Latencies"
437,10,32,"(1,)","(64,)",1,1118.4384474533335,0.002905865990390683,"Launch_Tax, Trip_Count, Latencies"
438,10,32,"(1,)","(128,)",1,1118.4384474533335,0.002905865990390683,"Launch_Tax, Trip_Count, Latencies"
439,10,32,"(1,)","(256,)",1,1118.4384474533335,0.002905865990390683,"Launch_Tax, Trip_Count, Latencies"
440,10,32,"(1,)","(512,)",1,1118.4384474533335,0.002905865990390683,"Launch_Tax, Trip_Count, Latencies"
441,10,8,"(1,)","(8,)",1,1114.7476886088891,0.002915486867576074,"Launch_Tax, Trip_Count, Latencies"
442,10,8,"(1,)","(16,)",1,1114.7476886088891,0.002915486867576074,"Launch_Tax, Trip_Count, Latencies"
443,10,8,"(1,)","(32,)",1,1114.7476886088891,0.002915486867576074,"Launch_Tax, Trip_Count, Latencies"
444,10,8,"(1,)","(64,)",1,1114.7476886088891,0.002915486867576074,"Launch_Tax, Trip_Count, Latencies"
445,10,8,"(1,)","(128,)",1,1114.7476886088891,0.002915486867576074,"Launch_Tax, Trip_Count, Latencies"
446,10,8,"(1,)","(256,)",1,1114.7476886088891,0.002915486867576074,"Launch_Tax, Trip_Count, Latencies"
447,10,8,"(1,)","(512,)",1,1114.7476886088891,0.002915486867576074,"Launch_Tax, Trip_Count, Latencies"
448,10,16,"(1,)","(8,)",1,1115.9779415570374,0.0029122728378174582,"Launch_Tax, Trip_Count, Latencies"
449,10,16,"(1,)","(16,)",1,1115.9779415570374,0.0029122728378174582,"Launch_Tax, Trip_Count, Latencies"
450,10,16,"(1,)","(32,)",1,1115.9779415570374,0.0029122728378174582,"Launch_Tax, Trip_Count, Latencies"
451,10,16,"(1,)","(64,)",1,1115.9779415570374,0.0029122728378174582,"Launch_Tax, Trip_Count, Latencies"
452,10,16,"(1,)","(128,)",1,1115.9779415570374,0.0029122728378174582,"Launch_Tax, Trip_Count, Latencies"
453,10,16,"(1,)","(256,)",1,1115.9779415570374,0.0029122728378174582,"Launch_Tax, Trip_Count, Latencies"
454,10,16,"(1,)","(512,)",1,1115.9779415570374,0.0029122728378174582,"Launch_Tax, Trip_Count, Latencies"
455,10,32,"(1,)","(8,)",1,1118.4384474533335,0.002905865990390683,"Launch_Tax, Trip_Count, Latencies"
456,10,32,"(1,)","(16,)",1,1118.4384474533335,0.002905865990390683,"Launch_Tax, Trip_Count, Latencies"
457,10,32,"(1,)","(32,)",1,1118.4384474533335,0.002905865990390683,"Launch_Tax, Trip_Count, Latencies"
458,10,32,"(1,)","(64,)",1,1118.4384474533335,0.002905865990390683,"Launch_Tax, Trip_Count, Latencies"
